image_id,exact_match,relation_match,colour_overlap,size_overlap,object_overlap,total_attribute_overlap,gold_parse_ok,pred_parse_ok,semantic_match
6083,0,1,2,2,2,6,1,1,1
8684,0,1,2,2,2,6,1,1,1
7852,0,0,2,1,2,5,1,1,1
3674,0,1,2,2,2,6,1,1,1
4510,0,1,2,1,2,5,1,1,0
4743,0,0,1,1,2,4,1,1,1
2983,0,0,2,1,2,5,1,1,0
3530,0,0,2,2,1,5,1,1,1
9973,0,0,2,1,2,5,1,1,0
1371,1,1,1,2,2,5,1,1,1
2590,0,1,2,1,1,4,1,1,0
9084,0,1,2,1,2,5,1,1,0
6277,0,1,2,1,2,5,1,1,0
8607,0,1,2,1,2,5,1,1,0
6786,0,0,2,2,2,6,1,1,1
8737,0,1,2,1,1,4,1,1,0
7,0,0,2,1,2,5,1,1,0
1482,0,0,2,1,2,5,1,1,0
5468,0,1,2,2,2,6,1,1,1
5600,0,0,2,1,2,5,1,1,0
586,0,0,1,1,2,4,1,1,0
9804,0,1,2,1,2,5,1,1,1
4792,1,1,2,2,2,6,1,1,1
2088,0,0,2,1,2,5,1,1,0
1813,0,0,2,0,2,4,1,1,0
353,0,0,2,2,2,6,1,1,1
5133,0,0,2,1,2,5,1,1,0
5841,0,0,2,1,2,5,1,1,0
3984,0,0,2,1,2,5,1,1,1
1902,0,0,2,1,2,5,1,1,0
5761,0,0,2,1,2,5,1,1,0
1893,0,1,2,1,1,4,1,1,1
7632,0,1,2,1,2,5,1,1,0
9337,0,1,2,1,2,5,1,1,0
6255,0,1,2,2,2,6,1,1,1
2831,0,0,1,2,2,5,1,1,1
4401,0,1,2,1,1,4,1,1,0
5655,0,0,2,1,2,5,1,1,0
3784,0,1,2,1,2,5,1,1,0
9326,1,1,1,2,2,5,1,1,1
7841,0,1,2,1,2,5,1,1,0
6816,0,1,2,1,2,5,1,1,0
4823,0,0,2,1,2,5,1,1,0
3189,0,1,2,1,2,5,1,1,0
6961,0,0,1,2,2,5,1,1,1
9360,0,0,2,1,2,5,1,1,0
9203,0,0,2,1,1,4,1,1,0
3956,0,1,2,2,2,6,1,1,1
8821,0,0,2,1,2,5,1,1,0
7747,0,0,2,1,2,5,1,1,0
5014,0,1,1,0,1,2,1,1,0
8445,0,0,2,2,2,6,1,1,0
7493,0,0,2,1,2,5,1,1,1
5552,0,0,2,1,2,5,1,1,1
7434,0,1,2,1,2,5,1,1,0
8529,0,1,2,1,2,5,1,1,0
7775,0,0,2,2,2,6,1,1,1
2688,0,1,1,1,1,3,1,1,0
6517,0,0,2,2,2,6,1,1,1
215,0,0,2,1,2,5,1,1,0
1791,0,0,1,1,2,4,1,1,0
8878,0,0,2,1,2,5,1,1,1
7695,0,1,2,0,2,4,1,1,0
397,0,0,2,1,2,5,1,1,1
9145,0,1,2,0,2,4,1,1,0
8619,0,0,2,0,1,3,1,1,0
9719,0,1,2,1,1,4,1,1,0
4385,0,0,1,1,2,4,1,1,1
9695,0,0,2,0,2,4,1,1,0
4459,0,0,1,2,2,5,1,1,1
6272,0,1,2,1,2,5,1,1,0
275,0,1,2,1,1,4,1,1,0
9342,0,0,2,1,2,5,1,1,0
7931,0,1,2,1,1,4,1,1,0
8434,0,0,2,2,2,6,1,1,1
9329,0,1,2,2,2,6,1,1,1
6023,0,1,2,1,1,4,1,1,0
5100,0,1,1,1,2,4,1,1,0
5059,0,0,2,0,2,4,1,1,0
1375,0,0,2,1,1,4,1,1,0
4262,0,0,2,1,2,5,1,1,0
4302,0,0,2,1,2,5,1,1,0
9313,0,1,2,0,2,4,1,1,0
7595,0,1,2,2,2,6,1,1,1
6932,0,1,2,1,2,5,1,1,0
2040,0,0,2,2,2,6,1,1,1
6176,1,1,2,1,2,5,1,1,1
6780,0,1,2,1,2,5,1,1,0
3996,0,0,2,1,2,5,1,1,1
5678,0,1,2,1,2,5,1,1,0
3460,0,0,1,1,2,4,1,1,0
3068,0,1,2,1,2,5,1,1,0
2395,0,0,2,0,1,3,1,1,0
3022,0,0,2,1,2,5,1,1,0
1899,0,1,1,1,2,4,1,0,0
6781,1,1,2,2,2,6,1,1,1
6846,0,0,2,1,2,5,1,1,0
2059,0,1,1,2,2,5,1,1,1
2585,0,0,2,1,1,4,1,1,0
8587,0,0,2,0,2,4,1,1,0
5856,0,1,2,0,2,4,1,1,0
5426,0,0,2,2,1,5,1,1,1
6497,0,1,2,0,1,3,1,1,0
9734,0,1,2,1,2,5,1,1,0
7308,0,1,2,1,2,5,1,1,0
533,0,0,2,1,2,5,1,1,0
5269,0,0,2,2,2,6,1,1,1
5803,0,1,2,1,1,4,1,1,0
508,0,0,1,2,1,4,1,1,1
8059,0,1,2,1,2,5,1,1,0
8810,0,0,2,0,2,4,1,1,0
765,0,0,2,2,2,6,1,1,1
9725,0,0,2,1,2,5,1,1,0
4236,0,0,1,2,1,4,1,1,1
9930,0,0,2,2,1,5,1,1,1
2987,0,1,2,1,2,5,1,1,1
7368,0,0,2,0,2,4,1,1,0
8483,0,0,2,1,1,4,1,1,0
8027,0,1,1,1,2,4,1,1,0
7921,0,0,2,2,2,6,1,1,1
3805,0,1,2,1,2,5,1,1,0
2612,0,0,2,1,2,5,1,1,0
3246,0,0,2,2,2,6,1,1,1
4787,0,1,2,1,1,4,1,1,0
4494,0,1,2,2,2,6,1,1,1
7194,0,0,2,1,2,5,1,1,0
4504,0,0,2,0,2,4,1,1,0
4493,0,0,2,2,2,6,1,1,1
1937,0,1,2,1,2,5,1,1,0
5522,0,0,2,1,2,5,1,1,0
3237,1,1,2,2,2,6,1,1,1
1663,0,1,2,1,1,4,1,1,0
9948,0,0,2,1,2,5,1,1,0
800,0,0,2,1,2,5,1,1,0
31,0,1,2,2,1,5,1,1,1
1511,0,0,2,2,2,6,1,1,1
2204,0,1,2,2,1,5,1,1,1
4738,0,1,2,2,2,6,1,1,1
8356,0,1,2,1,2,5,1,1,0
4629,0,0,2,0,2,4,1,1,0
1631,0,1,1,0,2,3,1,1,0
9883,0,0,2,0,2,4,1,1,0
1460,0,0,2,1,2,5,1,1,1
3570,0,1,1,1,2,4,1,1,0
1198,0,1,2,1,1,4,1,1,0
3417,0,0,2,0,2,4,1,1,0
8744,0,0,2,2,1,5,1,1,1
8634,0,0,2,1,2,5,1,1,0
2783,0,0,2,0,2,4,1,1,0
478,0,0,2,1,2,5,1,1,1
8450,0,0,2,2,1,5,1,1,1
4319,0,0,2,1,2,5,1,1,0
5142,0,1,2,2,1,5,1,1,1
7851,0,0,2,1,2,5,1,1,0
1127,0,0,2,1,2,5,1,1,0
4571,0,0,2,0,2,4,1,1,0
8467,0,1,2,2,2,6,1,1,1
2500,0,0,2,0,2,4,1,1,0
313,0,1,2,1,1,4,1,1,0
7709,0,0,2,0,2,4,1,1,0
2663,0,0,2,1,2,5,1,1,0
5210,1,1,2,2,2,6,1,1,1
6231,0,0,1,0,2,3,1,1,0
2402,0,0,2,2,2,6,1,1,1
3888,0,1,2,2,2,6,1,1,1
5064,0,1,2,1,2,5,1,1,0
9148,0,0,2,1,2,5,1,1,0
985,0,0,2,1,2,5,1,1,0
7505,0,1,2,1,2,5,1,1,0
5708,0,0,2,2,2,6,1,1,1
591,0,1,2,1,2,5,1,1,0
5096,0,0,2,1,2,5,1,1,1
1569,0,1,1,0,2,3,1,1,0
1175,0,1,2,2,2,6,1,1,1
2664,0,0,2,1,2,5,1,1,0
7171,0,1,1,1,2,4,1,1,0
3849,0,0,2,2,2,6,1,1,1
8481,0,0,2,1,2,5,1,1,0
6209,0,1,2,1,2,5,1,1,0
5020,0,0,2,2,2,6,1,1,1
4520,0,0,2,0,2,4,1,1,0
5713,0,0,2,1,2,5,1,1,0
1291,0,1,1,1,2,4,1,1,0
3678,0,1,2,1,2,5,1,1,0
5103,0,1,2,1,2,5,1,1,0
1974,0,0,2,1,2,5,1,1,0
6796,0,0,2,1,1,4,1,1,0
7768,0,0,2,0,2,4,1,1,0
9947,0,1,2,2,2,6,1,1,1
3339,0,1,2,2,1,5,1,1,1
97,0,0,2,2,1,5,1,1,1
3600,0,1,1,2,2,5,1,1,1
1673,0,1,2,1,2,5,1,1,0
3396,0,1,2,1,2,5,1,1,0
9736,0,1,2,0,2,4,1,1,0
7185,0,1,2,0,2,4,1,1,0
9658,0,0,2,2,2,6,1,1,1
3347,0,0,2,1,2,5,1,1,0
1052,0,1,2,2,2,6,1,1,1
5158,0,0,1,1,2,4,1,1,0
3783,0,0,1,1,2,4,1,1,0
4766,0,1,2,1,2,5,1,1,0
7893,0,0,2,0,1,3,1,0,0
1833,0,1,2,2,2,6,1,1,1
882,1,1,2,2,2,6,1,1,1
7463,0,1,2,1,2,5,1,1,0
4943,1,1,2,2,2,6,1,1,1
7004,0,1,1,0,2,3,1,1,0
3124,0,0,2,1,2,5,1,1,1
4561,0,0,2,1,2,5,1,1,0
1708,0,0,2,2,2,6,1,1,1
6937,0,1,2,1,2,5,1,1,0
5134,0,1,2,2,2,6,1,1,1
6243,0,1,2,1,2,5,1,1,0
3504,0,1,2,1,1,4,1,1,0
3551,0,1,2,1,2,5,1,1,0
6312,0,0,1,2,2,5,1,1,1
5638,1,1,2,2,2,6,1,1,1
2768,0,1,2,2,2,6,1,1,1
2602,0,1,2,1,2,5,1,1,0
3687,0,1,2,1,2,5,1,1,0
3695,0,0,2,1,2,5,1,1,0
1802,0,0,2,1,2,5,1,1,1
8077,0,1,2,1,2,5,1,1,1
749,0,1,2,0,2,4,1,1,0
3593,0,1,2,1,2,5,1,1,0
2410,0,0,2,1,2,5,1,1,0
941,1,1,1,2,2,5,1,1,1
1645,0,1,2,2,2,6,1,1,1
6546,0,1,2,0,2,4,1,1,0
9263,0,1,2,2,2,6,1,1,1
6844,0,1,2,1,2,5,1,1,0
5488,0,1,2,2,2,6,1,1,1
7210,0,1,2,1,2,5,1,0,0
1548,0,1,1,1,2,4,1,0,0
4779,0,0,2,1,2,5,1,1,0
6185,0,0,2,2,2,6,1,1,1
9141,0,1,2,2,2,6,1,1,1
9296,0,0,1,2,2,5,1,1,1
5018,0,1,2,1,2,5,1,1,0
9100,1,1,1,2,2,5,1,1,1
5027,0,0,2,1,2,5,1,1,0
9762,0,1,1,0,2,3,1,1,0
2571,0,1,2,2,2,6,1,1,1
3554,0,1,1,1,2,4,1,1,0
9602,0,1,2,1,1,4,1,1,1
5136,0,0,2,1,2,5,1,1,1
6613,0,0,1,0,2,3,1,1,0
3283,0,0,2,1,2,5,1,1,0
9889,0,0,2,1,2,5,1,1,1
1267,0,1,2,1,2,5,1,1,0
9028,0,0,2,1,2,5,1,1,0
9297,0,0,2,1,2,5,1,1,0
9307,0,0,2,2,1,5,1,1,1
3034,0,0,2,2,2,6,1,1,1
5507,0,1,2,1,1,4,1,1,0
1384,0,1,2,1,2,5,1,1,0
7612,0,1,2,1,2,5,1,1,0
3440,0,1,2,1,1,4,1,1,0
2671,0,1,2,1,2,5,1,1,1
4587,0,0,2,1,2,5,1,1,0
1161,0,0,2,1,2,5,1,1,1
1125,0,1,2,2,2,6,1,1,1
4334,0,0,1,1,2,4,1,1,0
8801,0,0,2,2,1,5,1,1,1
1201,0,1,2,1,2,5,1,1,0
5237,0,1,2,2,2,6,1,1,1
6119,1,1,2,2,1,5,1,1,1
4258,0,1,2,0,2,4,1,1,0
4874,0,1,2,1,2,5,1,1,0
4737,1,1,2,1,2,5,1,1,1
7218,1,1,1,2,1,4,1,1,1
3640,0,1,1,0,2,3,1,1,0
5151,0,1,2,0,2,4,1,1,0
9106,0,0,2,1,2,5,1,1,0
7765,0,0,2,2,2,6,1,1,1
3285,0,1,2,1,2,5,1,1,0
1166,0,0,2,1,2,5,1,1,0
4390,0,0,2,2,2,6,1,1,1
938,0,0,2,0,2,4,1,1,0
1327,0,1,2,1,2,5,1,1,0
8000,0,1,2,1,2,5,1,1,0
456,0,0,2,2,2,6,1,1,1
4627,0,0,2,0,2,4,1,1,0
7944,0,0,2,1,2,5,1,1,0
7066,0,1,2,1,2,5,1,1,0
8312,0,1,2,0,2,4,1,1,0
3296,0,1,2,1,2,5,1,1,0
7771,0,0,1,2,2,5,1,1,1
9408,0,1,2,2,2,6,1,1,0
2554,0,1,2,1,2,5,1,1,0
7848,0,1,2,1,1,4,1,1,0
4582,0,0,2,0,2,4,1,1,0
3458,1,1,2,2,2,6,1,1,1
6695,0,1,2,1,2,5,1,1,0
1806,0,0,2,2,2,6,1,1,1
6298,0,1,2,0,2,4,1,1,0
4194,0,0,2,1,2,5,1,1,0
5303,0,0,2,1,2,5,1,1,0
2496,0,0,2,1,2,5,1,1,0
7458,0,0,2,2,1,5,1,1,1
5271,0,1,2,1,2,5,1,1,0
2215,0,0,2,2,1,5,1,1,1
8950,0,0,2,0,2,4,1,1,0
5228,0,0,2,1,2,5,1,1,0
4716,0,0,2,2,2,6,1,1,1
6183,0,1,2,1,1,4,1,1,1
1788,0,0,2,1,2,5,1,1,0
6343,0,1,2,1,2,5,1,1,0
5649,0,0,2,1,2,5,1,1,0
9176,0,0,2,2,2,6,1,1,1
1227,0,1,2,1,2,5,1,1,1
5317,0,1,2,0,2,4,1,1,0
6654,0,0,2,1,1,4,1,1,1
7899,0,1,2,0,2,4,1,1,0
5740,0,0,2,1,1,4,1,1,0
1432,1,1,2,2,2,6,1,1,1
7803,0,0,2,1,2,5,1,1,0
820,0,0,2,1,2,5,1,1,0
7639,0,0,2,0,2,4,1,1,0
6149,0,0,2,2,2,6,1,1,1
5852,0,0,2,0,2,4,1,1,0
6664,0,1,2,1,2,5,1,1,0
3527,0,1,2,0,2,4,1,1,0
444,0,1,1,0,2,3,1,1,0
5109,1,1,1,1,2,4,1,1,1
7332,0,1,2,1,2,5,1,1,0
7697,0,1,2,1,2,5,1,1,0
8158,0,0,2,1,2,5,1,1,0
140,0,0,2,2,2,6,1,1,1
9469,0,0,2,2,2,6,1,1,1
1931,0,0,2,1,1,4,1,1,0
8655,0,1,2,2,2,6,1,1,1
7145,0,1,2,1,1,4,1,1,1
622,0,0,1,1,2,4,1,1,0
6169,0,0,2,2,2,6,1,1,1
1499,0,0,2,2,2,6,1,1,1
2042,0,0,2,1,2,5,1,1,0
974,0,1,2,2,2,6,1,1,1
9991,0,0,2,2,2,6,1,1,1
6968,0,0,2,1,2,5,1,1,0
1875,0,0,2,1,1,4,1,1,1
8187,0,0,2,1,2,5,1,1,0
2174,0,0,1,1,2,4,1,1,0
7126,1,1,2,2,2,6,1,1,1
5089,0,1,1,1,2,4,1,1,0
7716,0,1,1,1,2,4,1,1,0
